City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
196,trenggalek,-8.05,111.7167,24.42,95,100,1.36,ID,1702493192
197,diok'nisi,41.6293,42.3917,3.63,99,100,1.88,GE,1702493192
198,chignahuapan,19.8333,-98.0333,14.04,70,100,2.74,MX,1702493192
199,pionerskiy,54.9508,20.2275,-0.48,88,100,5.74,RU,1702493193
200,san andres,12.5847,-81.7006,27.01,89,20,6.69,CO,1702493193
201,siniscola,40.5719,9.6922,15.75,83,84,2.63,IT,1702493193
202,codrington,-38.2667,141.9667,14.85,86,49,6.19,AU,1702493193
203,safotu,-13.4513,-172.4018,27.81,83,76,2.53,WS,1702493193
204,marka,1.7159,44.7717,26.89,80,46,6.47,SO,1702493194
205,happy valley-goose bay,53.3168,-60.3315,-5.83,68,20,6.69,CA,1702493194
206,ilulissat,69.2167,-51.1,-11.54,95,100,4.28,GL,1702493194
207,priozersk,61.0393,30.1291,-2.25,86,100,3.86,RU,1702493195
208,emerald,-23.5333,148.1667,19.63,85,0,3.49,AU,1702493195
209,chililabombwe,-12.3648,27.8229,18.79,97,100,1.6,ZM,1702493195
210,olavarria,-36.8927,-60.3225,32.14,32,13,4.06,AR,1702493196
211,udachny,66.4167,112.4,-27.53,82,100,4.8,RU,1702493196
212,kamwenge,0.1866,30.4539,17.8,96,94,0.25,UG,1702493196
213,tselinnoye,53.0833,85.6667,-32.54,99,50,2.12,RU,1702493196
214,berdigestyakh,62.0989,126.6992,-27.42,96,100,3.5,RU,1702493197
215,changyon,38.2508,125.0961,4.47,94,100,1.42,KP,1702493197
216,elek,46.5333,21.25,10.11,95,100,2.03,HU,1702493197
217,zhanaozen,43.3,52.8,-7.1,47,100,10.79,KZ,1702493197
218,masuguru,-11.3667,38.4167,28.49,60,100,3.59,TZ,1702493197
219,dakhla,23.6848,-15.958,23.01,43,0,3.6,EH,1702493133
220,talcahuano,-36.7167,-73.1167,19.82,56,0,7.2,CL,1702493198
221,kirensk,57.7853,108.1119,-28.05,94,99,3.47,RU,1702493198
222,guane,22.2025,-84.0875,27.09,63,100,4.94,CU,1702493199
223,sao gabriel da cachoeira,-0.1303,-67.0892,27.89,83,75,1.03,BR,1702493199
224,huarmey,-10.0681,-78.1522,24.32,72,16,5.63,PE,1702493199
225,askoy,60.4092,5.226,1.53,100,75,4.63,NO,1702493199
226,kanel,15.4916,-13.1763,33.0,29,0,1.03,SN,1702493199
227,lompoc,34.6391,-120.4579,17.56,67,0,3.09,US,1702493200
228,san antonio,29.4241,-98.4936,13.3,92,100,6.69,US,1702492911
229,dikhil,11.5,42.1667,23.19,65,8,3.09,DJ,1702493200
230,tarko-sale,64.9225,77.785,-24.9,100,98,2.62,RU,1702493200
231,lazaro cardenas,17.9583,-102.2,31.16,41,100,0.59,MX,1702493200
232,buta,2.7858,24.73,22.68,90,100,0.6,CD,1702493201
